tripletId,ans1,ans2,ans3
t5590,b,a,b
t5591,b,a,a
t5592,b,b,b
t5593,b,b,a
t5594,a,a,b
t5595,b,a,b
t5596,b,a,b
t5597,b,a,a
t5598,b,b,b
t5599,a,a,a
t5600,a,a,b
t5601,b,b,a
t5602,b,a,a
t5603,b,a,b
t5604,b,a,a
t5605,b,b,a
t5606,b,b,a
t5607,a,a,a
t5608,b,a,a
t5609,b,b,b
t5610,b,a,b
t5611,a,a,a
t5612,b,b,b
t5613,b,a,a
t5614,b,a,a
t5615,b,b,b
t5616,b,b,b
t5617,a,a,b
t5618,b,a,a
t5619,b,b,b
t5620,b,a,b
t5621,b,b,a
t5622,b,a,a
t5623,a,b,b
t5624,b,b,a
t5625,b,b,a
t5626,b,b,a
t5627,a,a,b
t5628,b,b,b
t5629,a,b,a
t5630,a,a,b
t5631,a,b,a
t5632,b,b,a
t5633,a,b,a
t5634,a,a,b
t5635,b,b,b
t5636,b,b,b
t5637,a,a,a
t5638,b,b,b
t5639,a,a,b
t5640,a,a,b
t5641,a,a,a
t5642,b,b,a
t5643,b,a,b
t5644,b,a,b
t5645,b,b,a
t5646,b,b,a
t5647,a,a,b
t5648,b,b,b
t5649,a,b,b
t5650,b,a,a
t5651,b,a,b
t5652,b,b,a
t5653,a,a,a
t5654,a,a,a
t5655,b,b,b
t5656,b,b,a
t5657,a,a,b
t5658,b,b,a
t5659,a,b,b
t5660,a,a,a
t5661,a,a,b
t5662,b,a,b
t5663,b,a,b
t5664,b,b,b
t5665,b,b,a
t5666,b,b,a
t5667,a,a,a
t5668,b,a,b
t5669,a,a,a
t5670,b,b,a
t5671,b,a,b
t5672,b,b,b
t5673,a,a,a
t5674,b,a,b
t5675,b,b,b
t5676,b,b,b
t5677,a,a,a
t5678,a,a,a
t5679,b,a,a
t5680,a,a,a
t5681,b,a,b
t5682,b,a,a
t5683,a,a,b
t5684,b,b,b
t5685,b,b,b
t5686,b,b,b
t5687,a,a,a
t5688,a,b,b
t5689,b,a,b
t5690,a,a,a
t5691,a,b,b
t5692,b,b,a
t5693,b,b,b
t5694,b,b,a
t5695,b,b,b
t5696,b,b,b
t5697,a,a,a
t5698,b,b,a
t5699,b,b,b
t5700,b,a,a
t5701,b,b,a
t5702,b,a,a
t5703,a,a,a
t5704,a,b,a
t5705,b,b,a
t5706,b,b,a
t5707,a,a,a
t5708,b,b,b
t5709,b,b,b
t5710,a,b,b
t5711,b,b,a
t5712,b,b,b
t5713,b,b,a
t5714,b,b,a
t5715,b,b,b
t5716,b,b,b
t5717,a,a,a
t5718,b,b,a
t5719,a,a,a
t5720,a,a,b
t5721,a,a,a
t5722,b,b,a
t5723,a,a,b
t5724,a,a,b
t5725,b,b,a
t5726,b,b,a
t5727,a,a,b
t5728,b,b,a
t5729,a,b,b
t5730,a,b,a
t5731,a,b,a
t5732,a,b,b
t5733,a,b,a
t5734,b,a,a
t5735,b,b,a
t5736,b,b,b
t5737,a,a,b
t5738,b,b,a
t5739,b,b,b
t5740,a,a,a
t5741,a,b,a
t5742,b,b,b
t5743,b,a,b
t5744,b,b,b
t5745,b,b,a
t5746,b,b,a
t5747,a,a,b
t5748,a,b,b
t5749,a,b,a
t5750,b,a,b
t5751,b,a,b
t5752,b,b,b
t5753,b,b,a
t5754,b,b,a
t5755,b,b,b
t5756,b,b,b
t5757,a,a,a
t5758,b,b,a
t5759,b,a,a
t5760,b,a,a
t5761,a,b,a
t5762,b,b,a
t5763,b,a,a
t5764,b,b,b
t5765,b,b,a
t5766,b,b,a
t5767,a,a,a
t5768,a,b,a
t5769,b,a,b
t5770,a,a,a
t5771,a,b,b
t5772,a,b,a
t5773,a,a,b
t5774,b,b,a
t5775,b,b,b
t5776,b,b,b
t5777,a,a,a
t5778,b,b,a
t5779,b,b,b
t5780,b,a,b
t5781,a,a,a
t5782,b,b,a
t5783,b,a,a
t5784,b,a,a
t5785,b,b,a
t5786,b,b,a
t5787,a,a,b
t5788,a,b,a
t5789,a,a,a
t5790,a,a,b
t5791,b,b,a
t5792,b,a,b
t5793,a,b,a
t5794,b,a,b
t5795,b,b,b
t5796,b,a,b
t5797,a,a,b
t5798,b,b,a
t5799,b,b,b
t5800,a,a,b
t5801,a,a,b
t5802,b,a,a
t5803,b,a,b
t5804,b,b,a
t5805,b,b,a
t5806,b,b,b
t5807,a,a,b
t5808,b,b,b
t5809,b,b,b
t5810,b,b,a
t5811,a,a,b
t5812,a,b,b
t5813,b,a,a
t5814,b,b,b
t5815,b,b,a
t5816,b,b,b
t5817,a,a,b
t5818,a,a,a
t5819,b,b,b
t5820,a,a,b
t5821,a,b,b
t5822,b,b,b
t5823,a,a,b
t5824,b,a,b
t5825,b,b,b
t5826,b,b,a
t5827,b,a,a
t5828,b,a,b
t5829,a,a,a
t5830,a,a,a
t5831,b,a,a
t5832,b,a,b
t5833,a,a,a
t5834,a,b,b
t5835,b,b,b
t5836,b,b,b
t5837,a,a,a
t5838,a,a,a
t5839,a,a,a
t5840,a,a,b
t5841,a,a,a
t5842,b,a,a
t5843,a,a,a
t5844,a,b,b
t5845,b,a,a
t5846,b,a,a
t5847,a,a,a
t5848,b,a,a
t5849,a,a,b
t5850,a,a,b
t5851,a,b,b
t5852,a,b,b
t5853,a,a,a
t5854,a,b,a
t5855,b,b,a
t5856,b,b,b
t5857,a,a,b
t5858,b,a,a
t5859,a,b,b
t5860,b,a,a
t5861,a,b,a
t5862,b,b,b
t5863,a,a,a
t5864,a,a,a
t5865,b,a,a
t5866,b,b,a
t5867,a,a,a
t5868,b,a,b
t5869,a,a,a
t5870,a,b,b
t5871,a,b,a
t5872,b,b,b
t5873,b,a,a
t5874,a,b,a
t5875,b,b,b
t5876,b,a,b
t5877,a,a,a
t5878,b,a,a
t5879,a,b,b
t5880,a,b,b
t5881,a,a,a
t5882,b,b,a
t5883,a,a,b
t5884,a,b,a
t5885,b,b,a
t5886,b,b,a
t5887,a,a,b
t5888,a,a,b
t5889,a,a,a
t5890,a,a,a
t5891,a,b,b
t5892,b,b,b
t5893,a,a,a
t5894,a,b,a
t5895,b,b,b
t5896,b,b,b
t5897,a,b,b
t5898,a,a,a
t5899,a,a,b
t5900,a,a,a
t5901,a,b,a
t5902,b,b,b
t5903,b,a,b
t5904,b,b,b
t5905,b,b,b
t5906,b,b,a
t5907,a,a,a
t5908,b,a,b
t5909,a,b,a
t5910,a,b,a
t5911,a,b,a
t5912,b,b,a
t5913,b,a,a
t5914,b,b,b
t5915,b,b,a
t5916,b,b,b
t5917,a,a,a
t5918,a,b,b
t5919,b,b,a
t5920,a,a,a
t5921,b,a,a
t5922,b,b,a
t5923,a,b,a
t5924,b,a,b
t5925,a,b,a
t5926,b,b,a
t5927,a,a,a
t5928,a,b,a
t5929,b,b,b
t5930,b,a,a
t5931,b,b,b
t5932,b,b,b
t5933,b,a,a
t5934,b,b,a
t5935,b,b,b
t5936,b,b,b
t5937,a,a,b
t5938,a,a,a
t5939,a,a,b
t5940,b,a,b
t5941,a,b,a
t5942,b,b,a
t5943,a,a,a
t5944,a,b,a
t5945,b,b,a
t5946,b,b,a
t5947,a,a,b
t5948,b,a,a
t5949,b,a,b
t5950,b,a,b
t5951,a,b,a
t5952,b,b,b
t5953,a,a,b
t5954,b,b,a
t5955,b,b,b
t5956,b,b,b
t5957,a,a,b
t5958,a,b,a
t5959,a,b,b
t5960,a,b,b
t5961,b,b,a
t5962,b,b,a
t5963,a,a,a
t5964,b,b,b
t5965,b,b,a
t5966,b,b,a
t5967,a,a,b
t5968,a,a,a
t5969,a,b,b
t5970,a,a,a
t5971,a,b,b
t5972,b,b,b
t5973,a,a,a
t5974,b,b,b
t5975,b,b,a
t5976,b,b,b
t5977,a,a,b
t5978,a,b,a
t5979,a,b,a
t5980,b,b,a
t5981,a,b,b
t5982,b,b,b
t5983,a,a,b
t5984,b,b,a
t5985,b,b,a
t5986,a,a,a
t5987,a,a,b
t5988,b,b,b
t5989,a,b,a
t5990,b,b,b
t5991,a,a,b
t5992,b,b,b
t5993,a,a,b
t5994,b,b,b
t5995,b,b,a
t5996,b,b,b
t5997,a,a,a
t5998,b,a,a
t5999,b,b,b
t6000,b,b,a
t6001,a,b,a
t6002,b,b,a
t6003,a,a,a
t6004,a,a,b
t6005,b,b,a
t6006,a,b,a
t6007,b,a,a
t6008,a,b,a
t6009,a,b,b
t6010,b,a,b
t6011,b,b,b
t6012,b,b,a
t6013,a,a,a
t6014,a,b,a
t6015,a,b,a
t6016,b,b,b
t6017,a,a,b
t6018,b,a,a
t6019,b,b,b
t6020,a,a,a
t6021,b,b,a
t6022,b,b,a
t6023,a,b,a
t6024,b,a,a
t6025,b,b,a
t6026,b,b,a
t6027,a,a,b
t6028,a,a,a
t6029,a,b,b
t6030,a,a,b
t6031,b,b,a
t6032,b,b,a
t6033,a,a,a
t6034,b,b,a
t6035,b,b,b
t6036,b,b,b
t6037,a,a,b
t6038,b,b,a
t6039,a,a,b
t6040,a,a,b
t6041,a,b,a
t6042,b,b,a
t6043,a,a,b
t6044,b,a,b
t6045,b,b,a
t6046,b,b,b
t6047,a,a,b
t6048,b,a,a
t6049,a,a,b
t6050,a,a,a
t6051,a,b,b
t6052,b,b,b
t6053,a,a,a
t6054,b,b,a
t6055,b,b,a
t6056,b,b,b
t6057,a,a,b
t6058,b,a,a
t6059,b,b,b
t6060,b,b,a
t6061,b,a,a
t6062,b,b,a
t6063,a,a,b
t6064,b,b,b
t6065,b,b,a
t6066,b,b,a
t6067,a,a,a
t6068,a,a,b
t6069,a,a,b
t6070,a,b,b
t6071,a,b,b
t6072,b,b,b
t6073,a,a,a
t6074,b,b,b
t6075,b,b,a
t6076,b,b,b
t6077,a,a,a
t6078,a,b,b
t6079,a,b,b
t6080,a,a,a
t6081,b,b,a
t6082,b,b,a
t6083,a,a,b
t6084,a,a,b
t6085,b,b,a
t6086,b,b,a
t6087,a,a,a
t6088,b,a,a
t6089,a,b,b
t6090,a,b,a
t6091,b,b,b
t6092,b,b,a
t6093,a,a,a
t6094,b,b,a
t6095,b,b,b
t6096,b,b,b
t6097,a,a,b
t6098,a,a,a
t6099,b,a,b
t6100,a,b,b
t6101,b,b,a
t6102,b,b,a
t6103,a,a,b
t6104,b,b,a
t6105,b,b,b
t6106,b,b,a
t6107,a,a,b
t6108,a,a,a
t6109,a,a,a
t6110,a,a,b
t6111,b,b,b
t6112,b,b,a
t6113,a,a,b
t6114,b,a,a
t6115,b,b,b
t6116,b,b,b
t6117,a,a,a
t6118,a,a,a
t6119,a,a,b
t6120,a,a,b
t6121,a,a,a
t6122,b,b,a
t6123,a,a,b
t6124,a,a,b
t6125,b,b,a
t6126,b,a,a
t6127,a,a,a
t6128,b,a,b
t6129,b,a,b
t6130,a,b,a
t6131,b,b,b
t6132,b,b,b
t6133,b,a,a
t6134,b,b,a
t6135,b,b,a
t6136,b,b,b
t6137,a,b,a
t6138,a,b,a
t6139,b,b,b
t6140,a,a,a
t6141,a,b,b
t6142,b,b,a
t6143,a,a,b
t6144,b,b,b
t6145,b,b,a
t6146,b,b,a
t6147,a,a,a
t6148,b,a,b
t6149,a,b,a
t6150,b,a,b
t6151,b,b,b
t6152,b,b,b
t6153,a,a,a
t6154,a,b,a
t6155,b,b,b
t6156,b,b,b
t6157,a,a,a
t6158,b,b,a
t6159,a,a,b
t6160,a,b,b
t6161,a,b,a
t6162,b,b,a
t6163,a,a,b
t6164,b,b,b
t6165,b,b,a
t6166,b,b,a
t6167,a,a,a
t6168,b,a,a
t6169,a,a,b
t6170,a,b,a
t6171,b,b,b
t6172,b,b,b
t6173,a,a,a
t6174,b,b,a
t6175,b,b,b
t6176,b,b,b
t6177,a,a,a
t6178,b,b,a
t6179,a,a,b
t6180,b,b,b
t6181,b,b,a
t6182,b,b,a
t6183,a,a,a
t6184,a,b,a
t6185,b,b,a
t6186,b,b,a
t6187,a,a,b
t6188,b,b,b
t6189,a,a,a
t6190,a,b,b
t6191,a,b,a
t6192,b,b,a
t6193,b,a,a
t6194,b,b,a
t6195,b,b,b
t6196,b,b,b
t6197,a,a,a
t6198,b,a,a
t6199,a,a,a
t6200,a,b,b
t6201,b,b,a
t6202,b,b,a
t6203,a,a,b
t6204,b,b,b
t6205,b,b,a
t6206,b,b,b
t6207,a,a,b
t6208,b,a,b
t6209,a,b,a
t6210,a,b,a
t6211,a,b,b
t6212,b,b,b
t6213,a,a,a
t6214,a,a,a
t6215,b,b,b
t6216,b,b,b
t6217,a,a,a
t6218,a,a,a
t6219,a,a,b
t6220,a,b,a
t6221,b,a,b
t6222,b,b,b
t6223,a,a,b
t6224,a,a,b
t6225,b,b,a
t6226,b,b,b
t6227,a,a,b
t6228,b,a,b
t6229,a,b,a
t6230,a,b,a
t6231,a,b,b
t6232,b,b,b
t6233,a,a,a
t6234,a,a,a
t6235,a,b,a
t6236,b,b,b
t6237,b,a,a
t6238,a,b,a
t6239,b,b,b
t6240,a,a,a
t6241,a,b,a
t6242,b,b,a
t6243,a,a,b
t6244,a,b,b
t6245,a,b,a
t6246,b,b,a
t6247,a,a,a
t6248,a,a,a
t6249,a,b,b
t6250,a,a,b
t6251,b,b,b
t6252,b,b,a
t6253,a,a,a
t6254,b,a,a
t6255,b,b,a
t6256,a,b,b
t6257,a,a,b
t6258,a,b,b
t6259,a,a,b
t6260,a,a,a
t6261,b,b,a
t6262,b,b,a
t6263,a,a,a
t6264,a,a,a
t6265,b,b,a
t6266,b,b,a
t6267,a,a,b
t6268,a,a,a
t6269,b,b,a
t6270,a,a,b
t6271,b,a,a
t6272,b,b,b
t6273,a,a,a
t6274,b,a,a
t6275,b,b,b
t6276,b,b,b
t6277,a,a,a
t6278,a,a,b
t6279,a,a,b
t6280,a,a,b
t6281,b,b,a
t6282,b,b,a
t6283,a,a,a
t6284,a,a,b
t6285,b,b,a
t6286,b,a,b
t6287,a,a,b
t6288,b,a,a
t6289,b,b,b
t6290,b,a,a
t6291,b,b,b
t6292,b,b,b
t6293,a,a,a
t6294,b,a,b
t6295,b,b,b
t6296,b,b,b
t6297,a,a,b
t6298,b,a,b
t6299,b,b,b
t6300,b,a,a
t6301,a,b,a
t6302,b,b,a
t6303,a,a,a
t6304,b,a,a
t6305,a,b,b
t6306,b,b,a
t6307,a,a,a
t6308,b,a,b
t6309,a,b,b
t6310,a,b,a
t6311,b,b,a
t6312,b,b,a
t6313,a,a,a
t6314,a,b,b
t6315,b,b,b
t6316,b,a,a
t6317,a,a,a
t6318,a,a,b
t6319,a,a,b
t6320,b,a,b
t6321,b,b,b
t6322,b,b,a
t6323,a,a,b
t6324,b,b,b
t6325,a,a,a
t6326,b,b,a
t6327,a,a,a
t6328,a,a,a
t6329,b,b,b
t6330,a,b,a
t6331,a,a,b
t6332,b,b,b
t6333,a,a,b
t6334,b,a,a
t6335,b,b,b
t6336,b,b,b
t6337,a,a,a
t6338,b,a,a
t6339,b,b,b
t6340,a,b,b
t6341,a,b,a
t6342,b,a,a
t6343,a,a,a
t6344,b,b,a
t6345,b,b,a
t6346,b,b,a
t6347,a,a,b
t6348,a,a,a
t6349,b,a,b
t6350,a,b,b
t6351,b,b,a
t6352,b,b,a
t6353,a,a,a
t6354,b,a,a
t6355,b,b,b
t6356,b,b,b
t6357,a,a,a
t6358,b,b,a
t6359,b,a,a
t6360,b,a,b
t6361,b,a,a
t6362,b,a,a
t6363,a,a,b
t6364,b,b,b
t6365,b,b,a
t6366,b,b,a
t6367,a,a,a
t6368,b,b,b
t6369,a,b,a
t6370,a,b,a
t6371,b,a,a
t6372,b,b,b
t6373,a,a,a
t6374,b,b,b
t6375,b,b,a
t6376,b,b,a
t6377,a,a,a
t6378,b,a,a
t6379,a,a,b
t6380,a,a,a
t6381,b,b,a
t6382,b,b,b
t6383,b,a,b
t6384,b,b,a
t6385,a,b,b
t6386,b,b,b
t6387,a,a,a
t6388,b,a,b
t6389,b,b,a
t6390,b,b,a
t6391,b,b,a
t6392,b,b,b
t6393,a,a,b
t6394,b,a,a
t6395,b,b,b
t6396,b,b,b
t6397,a,a,a
t6398,b,b,b
t6399,a,a,a
